"city_state,credit_tier,avg_income,credit_tier_encoded"
"Swarthmore_PA,Exceptional,152361.0,4"
"Swartzville_PA,Exceptional,97353.0,4"
"Swedeland_PA,Exceptional,115847.0,4"
"Swissvale_PA,Fair,60341.0,1"
"Swoyersville_PA,Fair,71555.0,1"
"Tamaqua_PA,Very Good,46176.0,3"
"Tarentum_PA,Poor,45167.0,0"
"Taylor_PA,Very Good,71599.0,3"
"Telford_PA,Very Good,91058.0,3"
"Temple_PA,Fair,73651.0,1"
"The Hideout_PA,Poor,48045.0,0"
"Thompsonville_PA,Exceptional,128422.0,4"
"Thorndale_PA,Exceptional,99479.0,4"
"Throop_PA,Exceptional,57462.0,4"
"Titusville_PA,Poor,38194.0,0"
"Toftrees_PA,Exceptional,73721.0,4"
"Topton_PA,Poor,92552.0,0"
"Toughkenamon_PA,Exceptional,116458.0,4"
"Towamensing Trails_PA,Fair,81429.0,1"
"Towanda_PA,Good,60888.0,2"
"Tower City_PA,Very Good,68482.0,3"
"Trafford_PA,Exceptional,65839.0,4"
"Trainer_PA,Fair,81250.0,1"
"Trappe_PA,Exceptional,127250.0,4"
"Treasure Lake_PA,Exceptional,112969.0,4"
"Tremont_PA,Poor,77188.0,0"
"Trevorton_PA,Very Good,59167.0,3"
"Trevose_PA,Exceptional,87455.0,4"
"Trexlertown_PA,Very Good,109792.0,3"
"Trooper_PA,Good,133214.0,2"
"Trucksville_PA,Exceptional,60469.0,4"
"Tullytown_PA,Good,65185.0,2"
"Tunkhannock_PA,Exceptional,57546.0,4"
"Turtle Creek_PA,Poor,45997.0,0"
"Tyler Run_PA,Very Good,72656.0,3"
"Tyrone_PA,Very Good,57226.0,3"
"Union City_PA,Poor,44004.0,0"
"Uniontown_PA,Poor,35454.0,0"
"Upland_PA,Fair,61553.0,1"
"Valley Green_PA,Very Good,91824.0,3"
"Valley View_PA,Exceptional,77273.0,4"
"Valley View_PA,Exceptional,89803.0,4"
"Valley View_PA,Exceptional,77273.0,4"
"Valley View_PA,Exceptional,89803.0,4"
"Vandergrift_PA,Poor,50901.0,0"
"Verona_PA,Poor,48733.0,0"
"Versailles_PA,Poor,42500.0,0"
"Village Green-Green Ridge_PA,Very Good,96711.0,3"
"Village Shires_PA,Exceptional,132188.0,4"
"Villanova_PA,Poor,250001.0,0"
"Vinco_PA,Exceptional,85185.0,4"
"Walnutport_PA,Exceptional,75588.0,4"
"Warminster Heights_PA,Exceptional,53472.0,4"
"Warren_PA,Fair,53815.0,1"
"Washington_PA,Poor,52975.0,0"
"Waterford_PA,Exceptional,51250.0,4"
"Watsontown_PA,Exceptional,60051.0,4"
"Waymart_PA,Poor,51544.0,0"
"Wayne_PA,Exceptional,150539.0,4"
"Wayne Heights_PA,Exceptional,83700.0,4"
"Waynesboro_PA,Exceptional,66956.0,4"
"Waynesburg_PA,Poor,54050.0,0"
"Weatherly_PA,Very Good,52125.0,3"
"Weigelstown_PA,Exceptional,73722.0,4"
"Weissport East_PA,Good,54837.0,2"
"Wellsboro_PA,Good,66201.0,2"
"Wernersville_PA,Exceptional,75750.0,4"
"Wescosville_PA,Exceptional,139826.0,4"
"Wesleyville_PA,Very Good,48952.0,3"
"West Chester_PA,Poor,78385.0,0"
"West Conshohocken_PA,Exceptional,139375.0,4"
"West Easton_PA,Good,81250.0,2"
"West Grove_PA,Good,92697.0,2"
"West Hamburg_PA,Exceptional,65467.0,4"
"West Hazleton_PA,Fair,34118.0,1"
"West Hills_PA,Exceptional,97754.0,4"
"West Homestead_PA,Very Good,77250.0,3"
"West Lawn_PA,Very Good,69688.0,3"
"West Mifflin_PA,Exceptional,76563.0,4"
"Westmont_PA,Exceptional,108988.0,4"
"West Newton_PA,Poor,52961.0,0"
"West Pittston_PA,Very Good,63706.0,3"
"West Reading_PA,Poor,65885.0,0"
"West View_PA,Exceptional,84063.0,4"
"Westwood_PA,Exceptional,43824.0,4"
"Westwood_PA,Exceptional,87804.0,4"
"West Wyoming_PA,Very Good,66382.0,3"
"West Wyomissing_PA,Exceptional,82192.0,4"
"West York_PA,Fair,80995.0,1"
"Whitehall_PA,Exceptional,89404.0,4"
"White Oak_PA,Exceptional,59452.0,4"
"Whitfield_PA,Very Good,126740.0,3"
"Wickerham Manor-Fisher_PA,Exceptional,80694.0,4"
"Wilkes-Barre_PA,Poor,48515.0,0"
"Wilkinsburg_PA,Good,46416.0,2"
"Williamsport_PA,Poor,48851.0,0"
"Willow Grove_PA,Exceptional,98064.0,4"
"Willow Street_PA,Exceptional,109675.0,4"
"Wilmerding_PA,Poor,36467.0,0"
"Wilson_PA,Very Good,82902.0,3"
"Windber_PA,Exceptional,52438.0,4"
"Wind Gap_PA,Good,71375.0,2"
"Windsor_PA,Exceptional,63781.0,4"
"Wolfdale_PA,Fair,64736.0,1"
"Womelsdorf_PA,Exceptional,110735.0,4"
"Woodbourne_PA,Exceptional,186000.0,4"
"Woodlyn_PA,Good,79696.0,2"
"Woodside_PA,Exceptional,172206.0,4"
"Wormleysburg_PA,Very Good,88250.0,3"
"Woxall_PA,Exceptional,137250.0,4"
"Wrightsville_PA,Exceptional,67198.0,4"
"Wyncote_PA,Fair,148824.0,1"
"Wyndmoor_PA,Exceptional,152594.0,4"
"Wyoming_PA,Good,71950.0,2"
"Wyomissing_PA,Very Good,93203.0,3"
"Yardley_PA,Exceptional,112500.0,4"
"Yeadon_PA,Fair,49759.0,1"
"York_PA,Poor,48420.0,0"
"Yorklyn_PA,Exceptional,73690.0,4"
"Youngsville_PA,Very Good,58789.0,3"
"Youngwood_PA,Exceptional,70581.0,4"
"Zelienople_PA,Exceptional,68110.0,4"
"Zion_PA,Exceptional,94829.0,4"
"Ashaway_RI,Very Good,103707.0,3"
"Bradford_RI,Exceptional,120250.0,4"
"Central Falls_RI,Poor,49285.0,0"
"Charlestown_RI,Exceptional,108563.0,4"
"Chepachet_RI,Exceptional,92971.0,4"
"Cranston_RI,Exceptional,90206.0,4"
"Cumberland Hill_RI,Exceptional,130506.0,4"
"East Providence_RI,Exceptional,75912.0,4"
"Greenville_RI,Exceptional,97234.0,4"
"Harrisville_RI,Exceptional,62535.0,4"
"Hope Valley_RI,Exceptional,101932.0,4"
"Kingston_RI,Poor,107404.0,0"
"Melville_RI,Good,102266.0,2"
"Narragansett Pier_RI,Exceptional,82192.0,4"
"Newport_RI,Poor,86313.0,0"
"Newport East_RI,Very Good,89028.0,3"
"Pascoag_RI,Exceptional,121369.0,4"
"Pawtucket_RI,Good,68310.0,2"
"Providence_RI,Poor,68119.0,0"
"Tiverton_RI,Good,99158.0,2"
"Valley Falls_RI,Very Good,92901.0,3"
"Wakefield-Peace Dale_RI,Very Good,106551.0,3"
"Warwick_RI,Exceptional,88708.0,4"
"Westerly_RI,Very Good,95207.0,3"
"Woonsocket_RI,Fair,61059.0,1"
"Abbeville_SC,Good,40575.0,2"
"Aiken_SC,Very Good,76746.0,3"
"Allendale_SC,Poor,23529.0,0"
"Anderson_SC,Fair,46933.0,1"
"Andrews_SC,Poor,57247.0,0"
"Arcadia_SC,Good,55218.0,2"
"Arial_SC,Very Good,54286.0,3"
"Arkwright_SC,Fair,53519.0,1"
"Arthurtown_SC,Poor,21046.0,0"
"Awendaw_SC,Exceptional,77010.0,4"
"Bamberg_SC,Good,49531.0,2"
"Barnwell_SC,Fair,52006.0,1"
"Batesburg-Leesville_SC,Fair,49646.0,1"
"Baxter Village_SC,Exceptional,151629.0,4"
"Beaufort_SC,Good,61220.0,2"
"Beech Island_SC,Very Good,36027.0,3"
"Belton_SC,Good,49107.0,2"
"Belvedere_SC,Poor,53021.0,0"
"Ben Avon_SC,Very Good,47489.0,3"
"Bennettsville_SC,Poor,37115.0,0"
"Berea_SC,Poor,49829.0,0"
"Bishopville_SC,Poor,39276.0,0"
"Blacksburg_SC,Good,32092.0,2"
"Blackville_SC,Poor,21742.0,0"
"Bluffton_SC,Exceptional,111281.0,4"
"Blythewood_SC,Exceptional,94167.0,4"
"Boiling Springs_SC,Exceptional,72068.0,4"
"Bonneau Beach_SC,Very Good,60865.0,3"
"Brookdale_SC,Poor,39449.0,0"
"Burnettown_SC,Very Good,50347.0,3"
"Burton_SC,Good,68063.0,2"
"Calhoun Falls_SC,Fair,38715.0,1"
"Camden_SC,Very Good,63576.0,3"
"Camp Croft_SC,Very Good,44219.0,3"
"Capitol View_SC,Good,46645.0,2"
"Carolina Forest_SC,Exceptional,74436.0,4"
"Catawba_SC,Exceptional,59632.0,4"
"Cayce_SC,Fair,62045.0,1"
"Centerville_SC,Very Good,64380.0,3"
"Central_SC,Poor,60258.0,0"
"Chapin_SC,Exceptional,79922.0,4"
"Charleston_SC,Very Good,92414.0,3"
"Cheraw_SC,Fair,26689.0,1"
"Cherryvale_SC,Poor,40428.0,0"
"Chester_SC,Poor,46138.0,0"
"Chesterfield_SC,Very Good,44526.0,3"
"City View_SC,Poor,37688.0,0"
"Clearwater_SC,Good,51731.0,2"
"Clemson_SC,Poor,49520.0,0"
"Clinton_SC,Fair,44522.0,1"
"Clover_SC,Exceptional,85450.0,4"
"Columbia_SC,Poor,55529.0,0"
"Conway_SC,Fair,56650.0,1"
"Cowpens_SC,Poor,39094.0,0"
"Dalzell_SC,Good,47354.0,2"
"Darlington_SC,Fair,33952.0,1"
"Denmark_SC,Poor,27451.0,0"
"Dentsville_SC,Poor,45473.0,0"
"Dillon_SC,Fair,35891.0,1"
"Duncan_SC,Good,52500.0,2"
"Dunean_SC,Poor,48553.0,0"
"Easley_SC,Exceptional,66299.0,4"
"East Camden_SC,Very Good,53715.0,3"
"East Gaffney_SC,Poor,25227.0,0"
"Edgefield_SC,Poor,39688.0,0"
"Edisto_SC,Poor,46788.0,0"
"Elgin_SC,Exceptional,91667.0,4"
"Elgin_SC,Exceptional,77994.0,4"
"Elgin_SC,Poor,91667.0,0"
"Elgin_SC,Poor,77994.0,0"
"Estill_SC,Poor,36111.0,0"
"Eureka Mill_SC,Poor,36486.0,0"
"Fairfax_SC,Poor,40649.0,0"
"Fairforest_SC,Poor,52468.0,0"
"Five Forks_SC,Exceptional,141786.0,4"
"Florence_SC,Good,56143.0,2"
"Folly Beach_SC,Exceptional,102279.0,4"
"Forest Acres_SC,Exceptional,78306.0,4"
"Forestbrook_SC,Very Good,81286.0,3"
"Fort Mill_SC,Exceptional,121823.0,4"
"Fountain Inn_SC,Very Good,73585.0,3"
"Gadsden_SC,Poor,52966.0,0"
"Gaffney_SC,Fair,41089.0,1"
"Gantt_SC,Fair,47316.0,1"
"Garden City_SC,Very Good,47249.0,3"
"Gaston_SC,Poor,60000.0,0"
"Georgetown_SC,Fair,56981.0,1"
"Gloverville_SC,Fair,52197.0,1"
"Golden Grove_SC,Very Good,72565.0,3"
"Goose Creek_SC,Very Good,88178.0,3"
"Graniteville_SC,Fair,38938.0,1"
"Great Falls_SC,Fair,30458.0,1"
"Greenville_SC,Exceptional,71472.0,4"
"Greenwood_SC,Poor,41150.0,0"
"Greer_SC,Exceptional,82626.0,4"
"Hampton_SC,Good,43472.0,2"
"Hanahan_SC,Very Good,87984.0,3"
"Hardeeville_SC,Exceptional,78365.0,4"
"Hartsville_SC,Good,49272.0,2"
"Hilltop_SC,Poor,37444.0,0"
"Hilton Head Island_SC,Exceptional,94657.0,4"
"Hollywood_SC,Very Good,73693.0,3"
"Homeland Park_SC,Poor,40218.0,0"
"Homewood_SC,Exceptional,64659.0,4"
"Honea Path_SC,Very Good,32900.0,3"
"Hopkins_SC,Fair,50063.0,1"
"India Hook_SC,Exceptional,106667.0,4"
"Inman_SC,Good,63599.0,2"
"Irmo_SC,Exceptional,80489.0,4"
"Irwin_SC,Poor,55885.0,0"
"Isle of Palms_SC,Exceptional,156979.0,4"
"Jackson_SC,Fair,39634.0,1"
"James Island_SC,Exceptional,104217.0,4"
"Joanna_SC,Poor,49141.0,0"
"Johnston_SC,Fair,34412.0,1"
"Judson_SC,Fair,38646.0,1"
"Keowee Key_SC,Exceptional,124788.0,4"
"Kershaw_SC,Poor,68693.0,0"
"Kiawah Island_SC,Fair,213594.0,1"
"Kingstree_SC,Poor,26322.0,0"
"Ladson_SC,Good,78760.0,2"
"Lake City_SC,Poor,33600.0,0"
"Lake Murray of Richland_SC,Exceptional,119107.0,4"
"Lake Secession_SC,Poor,51875.0,0"
"Lakewood_SC,Good,56500.0,2"
"Lake Wylie_SC,Exceptional,112097.0,4"
"Lancaster_SC,Good,46311.0,2"
"Landrum_SC,Good,44238.0,2"
"Langley_SC,Fair,53646.0,1"
"Laurel Bay_SC,Very Good,54345.0,3"
"Laurens_SC,Fair,49246.0,1"
"Lesslie_SC,Exceptional,100618.0,4"
"Lexington_SC,Exceptional,87126.0,4"
"Liberty_SC,Good,42206.0,2"
"Litchfield Beach_SC,Exceptional,76351.0,4"
"Little River_SC,Exceptional,65786.0,4"
"Loris_SC,Good,36899.0,2"
"Lugoff_SC,Very Good,69485.0,3"
"Lyman_SC,Very Good,75653.0,3"
"McColl_SC,Poor,26638.0,0"
"McCormick_SC,Poor,41111.0,0"
"Manning_SC,Fair,28569.0,1"
"Marion_SC,Fair,30662.0,1"
"Mauldin_SC,Exceptional,82331.0,4"
"Mayo_SC,Good,64050.0,2"
"Meggett_SC,Exceptional,97865.0,4"
"Monarch Mill_SC,Poor,39350.0,0"
"Moncks Corner_SC,Good,91500.0,2"
"Mount Pleasant_SC,Exceptional,124755.0,4"
"Mullins_SC,Fair,34908.0,1"
"Murphys Estates_SC,Very Good,89531.0,3"
"Murrells Inlet_SC,Very Good,77438.0,3"
"Myrtle Beach_SC,Exceptional,60394.0,4"
"Newberry_SC,Poor,51260.0,0"
"New Ellenton_SC,Very Good,58476.0,3"
"Newport_SC,Exceptional,110417.0,4"
"Ninety Six_SC,Good,55417.0,2"
"North Augusta_SC,Good,86092.0,2"
"North Charleston_SC,Fair,62956.0,1"
"North Hartsville_SC,Good,59744.0,2"
"Northlake_SC,Exceptional,89635.0,4"
"North Myrtle Beach_SC,Exceptional,72722.0,4"
"Oak Grove_SC,Very Good,74554.0,3"
"Orangeburg_SC,Poor,38635.0,0"
"Pacolet_SC,Very Good,42359.0,3"
"Pageland_SC,Fair,42679.0,1"
"Parker_SC,Poor,40043.0,0"
"Pendleton_SC,Very Good,61901.0,3"
"Pickens_SC,Fair,55000.0,1"
"Piedmont_SC,Very Good,52764.0,3"
"Pine Ridge_SC,Poor,61192.0,0"
"Pine Ridge_SC,Poor,95000.0,0"
"Port Royal_SC,Fair,74870.0,1"
"Powdersville_SC,Exceptional,84910.0,4"
"Privateer_SC,Good,49191.0,2"
"Ravenel_SC,Exceptional,82738.0,4"
"Red Bank_SC,Very Good,68004.0,3"
"Red Hill_SC,Good,68250.0,2"
"Reidville_SC,Exceptional,120700.0,4"
"Ridgeland_SC,Poor,62981.0,0"
"Ridgeville_SC,Poor,55637.0,0"
"Riverview_SC,Exceptional,135782.0,4"
"Rock Hill_SC,Good,68771.0,2"
"Roebuck_SC,Good,51204.0,2"
"St. Andrews_SC,Poor,46511.0,0"
"St. George_SC,Good,33125.0,2"
"St. Matthews_SC,Poor,51310.0,0"
"St. Stephen_SC,Fair,65370.0,1"
"Saluda_SC,Good,42506.0,2"
"Sangaree_SC,Fair,77673.0,1"
"Sans Souci_SC,Poor,45069.0,0"
"Saxon_SC,Poor,32292.0,0"
"Seabrook_SC,Poor,63149.0,0"
"Seabrook Island_SC,Exceptional,127500.0,4"
"Seneca_SC,Good,52022.0,2"
"Seven Oaks_SC,Very Good,62955.0,3"
"Shell Point_SC,Exceptional,81630.0,4"
"Simpsonville_SC,Exceptional,82457.0,4"
"Slater-Marietta_SC,Fair,41857.0,1"
"Socastee_SC,Good,62257.0,2"
"South Congaree_SC,Good,59539.0,2"
"Southern Shops_SC,Poor,37754.0,0"
"South Sumter_SC,Poor,46406.0,0"
"Spartanburg_SC,Good,51964.0,2"
"Springdale_SC,Poor,41398.0,0"
"Springdale_SC,Poor,77722.0,0"
"Springdale_SC,Exceptional,41398.0,4"
"Springdale_SC,Exceptional,77722.0,4"
"Stateburg_SC,Very Good,66481.0,3"
"Sullivan's Island_SC,Very Good,192813.0,3"
"Summerville_SC,Very Good,81046.0,3"
"Sumter_SC,Good,55592.0,2"
"Surfside Beach_SC,Exceptional,70106.0,4"
"Taylors_SC,Exceptional,77144.0,4"
"Tega Cay_SC,Exceptional,142000.0,4"
"Timmonsville_SC,Poor,34630.0,0"
"Travelers Rest_SC,Fair,54583.0,1"
"Union_SC,Poor,31914.0,0"
"Utica_SC,Good,55179.0,2"
"Valley Falls_SC,Fair,55661.0,1"
"Varnville_SC,Poor,55714.0,0"
"Wade Hampton_SC,Exceptional,77449.0,4"
"Walhalla_SC,Poor,36327.0,0"
"Walterboro_SC,Good,56457.0,2"
"Ware Shoals_SC,Fair,36622.0,1"
"Watts Mills_SC,Poor,50901.0,0"
"Wedgefield_SC,Fair,44410.0,1"
"Welcome_SC,Fair,66094.0,1"
"Wellford_SC,Good,57338.0,2"
"West Columbia_SC,Fair,56912.0,1"
"Westminster_SC,Good,40946.0,2"
"White Knoll_SC,Very Good,80246.0,3"
"Whitmire_SC,Fair,37837.0,1"
"Whitney_SC,Poor,51275.0,0"
"Wilkinson Heights_SC,Poor,25489.0,0"
"Williamston_SC,Poor,64389.0,0"
"Williston_SC,Poor,39484.0,0"
"Winnsboro_SC,Poor,37434.0,0"
"Winnsboro Mills_SC,Poor,34708.0,0"
"Woodfield_SC,Poor,45526.0,0"
"Woodruff_SC,Fair,70959.0,1"
"Wyboo_SC,Exceptional,59074.0,4"
"York_SC,Fair,56176.0,1"
"Aberdeen_SD,Very Good,64405.0,3"
"Belle Fourche_SD,Very Good,65071.0,3"
"Beresford_SD,Very Good,78793.0,3"
"Blackhawk_SD,Good,71993.0,2"
"Box Elder_SD,Exceptional,73008.0,4"
"Brandon_SD,Exceptional,110806.0,4"
"Brookings_SD,Poor,63493.0,0"
"Canton_SD,Exceptional,60850.0,4"
"Chamberlain_SD,Very Good,76761.0,3"
"Colonial Pine Hills_SD,Exceptional,98696.0,4"
"Custer_SD,Exceptional,78369.0,4"
"Dakota Dunes_SD,Good,136125.0,2"
"Deadwood_SD,Good,40179.0,2"
"Dell Rapids_SD,Exceptional,100170.0,4"
"Elk Point_SD,Very Good,90473.0,3"
"Flandreau_SD,Very Good,49157.0,3"
"Fort Pierre_SD,Exceptional,70357.0,4"
"Freeman_SD,Fair,57440.0,1"
"Harrisburg_SD,Exceptional,108724.0,4"
"Hartford_SD,Exceptional,99893.0,4"
"Hot Springs_SD,Poor,66338.0,0"
"Huron_SD,Good,61452.0,2"
"Lead_SD,Good,73047.0,2"
"Lennox_SD,Exceptional,81761.0,4"
"Madison_SD,Exceptional,65593.0,4"
"Milbank_SD,Exceptional,56011.0,4"
"Miller_SD,Exceptional,57500.0,4"
"Mitchell_SD,Fair,58620.0,1"
"Mobridge_SD,Exceptional,65357.0,4"
"North Eagle Butte_SD,Very Good,34358.0,3"
"North Sioux City_SD,Exceptional,71908.0,4"
"North Spearfish_SD,Very Good,76809.0,3"
"Parkston_SD,Very Good,70139.0,3"
"Pierre_SD,Very Good,77672.0,3"
"Pine Ridge_SD,Poor,53060.0,0"
"Rapid City_SD,Exceptional,70870.0,4"
"Rapid Valley_SD,Exceptional,83208.0,4"
"Redfield_SD,Very Good,58229.0,3"
"Rosebud_SD,Poor,55135.0,0"
"Salem_SD,Good,74881.0,2"
"Sioux Falls_SD,Exceptional,75970.0,4"
"Sisseton_SD,Exceptional,48875.0,4"
"Spearfish_SD,Exceptional,65688.0,4"
"Springfield_SD,Poor,55714.0,0"
"Sturgis_SD,Exceptional,54404.0,4"
"Summerset_SD,Very Good,119271.0,3"
"Tea_SD,Exceptional,120139.0,4"
"Vermillion_SD,Poor,50456.0,0"
"Volga_SD,Exceptional,78828.0,4"
"Wagner_SD,Poor,47462.0,0"
"Watertown_SD,Exceptional,69600.0,4"
"Webster_SD,Good,55179.0,2"
"Winner_SD,Good,47381.0,2"
"Yankton_SD,Very Good,67804.0,3"
"Adamsville_TN,Poor,51422.0,0"
"Alamo_TN,Fair,54063.0,1"
"Alcoa_TN,Very Good,65714.0,3"
"Algood_TN,Exceptional,42359.0,4"
"Apison_TN,Exceptional,129307.0,4"
"Ardmore_TN,Fair,47188.0,1"
"Arlington_TN,Exceptional,135105.0,4"
"Ashland City_TN,Exceptional,79231.0,4"
"Athens_TN,Good,53929.0,2"
"Atoka_TN,Exceptional,89663.0,4"
"Banner Hill_TN,Good,59784.0,2"
"Bartlett_TN,Exceptional,102070.0,4"
"Baxter_TN,Very Good,58750.0,3"
"Bean Station_TN,Very Good,44785.0,3"
"Belle Meade_TN,Exceptional,250001.0,4"
"Bells_TN,Fair,56027.0,1"
"Benton_TN,Very Good,29414.0,3"
"Berry Hill_TN,Exceptional,79591.0,4"
"Biltmore_TN,Fair,52917.0,1"
"Blaine_TN,Very Good,77092.0,3"
"Bloomingdale_TN,Very Good,52317.0,3"
"Blountville_TN,Fair,54754.0,1"
"Bluff City_TN,Exceptional,61059.0,4"
"Bolivar_TN,Poor,39028.0,0"
"Brentwood_TN,Exceptional,182088.0,4"
"Brighton_TN,Good,80882.0,2"
"Bristol_TN,Very Good,58162.0,3"
"Brownsville_TN,Fair,43494.0,1"
"Bruceton_TN,Very Good,45469.0,3"
"Burns_TN,Exceptional,69167.0,4"
"Camden_TN,Good,55029.0,2"
"Carthage_TN,Poor,67006.0,0"
"Caryville_TN,Good,56394.0,2"
"Celina_TN,Good,32220.0,2"
"Centerville_TN,Very Good,59167.0,3"
"Central_TN,Very Good,37444.0,3"
"Chapel Hill_TN,Exceptional,75441.0,4"
"Charlotte_TN,Good,58750.0,2"
"Chattanooga_TN,Good,64523.0,2"
"Christiana_TN,Exceptional,100683.0,4"
"Church Hill_TN,Very Good,65526.0,3"
"Clarksville_TN,Very Good,69303.0,3"
"Cleveland_TN,Good,58559.0,2"
"Clifton_TN,Poor,43571.0,0"
"Clinton_TN,Very Good,68882.0,3"
"Coalfield_TN,Very Good,90104.0,3"
"Collegedale_TN,Very Good,70246.0,3"
"Collierville_TN,Exceptional,138598.0,4"
"Colonial Heights_TN,Exceptional,80148.0,4"
"Columbia_TN,Very Good,63719.0,3"
"Cookeville_TN,Poor,51375.0,0"
"Coopertown_TN,Exceptional,118241.0,4"
"Cornersville_TN,Very Good,64375.0,3"
"Covington_TN,Poor,42254.0,0"
"Cowan_TN,Very Good,46406.0,3"
"Cross Plains_TN,Exceptional,76319.0,4"
"Crossville_TN,Very Good,48802.0,3"
"Dandridge_TN,Fair,53507.0,1"
"Dayton_TN,Fair,49719.0,1"
"Decatur_TN,Good,42578.0,2"
"Decherd_TN,Fair,37575.0,1"
"Dickson_TN,Very Good,69678.0,3"
"Dover_TN,Exceptional,75190.0,4"
"Dresden_TN,Good,51000.0,2"
"Dunlap_TN,Good,45589.0,2"
"Dyer_TN,Fair,54766.0,1"
"Dyersburg_TN,Fair,52064.0,1"
"Eagleton Village_TN,Very Good,71875.0,3"
"East Cleveland_TN,Poor,48878.0,0"
"East Ridge_TN,Good,62247.0,2"
"Elizabethton_TN,Good,46975.0,2"
"Englewood_TN,Good,51094.0,2"
"Erin_TN,Fair,36488.0,1"
"Erwin_TN,Fair,47487.0,1"
"Estill Springs_TN,Exceptional,59205.0,4"
"Etowah_TN,Good,39291.0,2"
"Fairfield Glade_TN,Exceptional,71682.0,4"
"Fairmount_TN,Exceptional,137317.0,4"
"Fairview_TN,Very Good,91131.0,3"
"Falling Water_TN,Very Good,111842.0,3"
"Farragut_TN,Exceptional,142093.0,4"
"Fayetteville_TN,Very Good,49223.0,3"
"Fincastle_TN,Good,51591.0,2"
"Forest Hills_TN,Exceptional,250001.0,4"
"Franklin_TN,Exceptional,119528.0,4"
"Gallatin_TN,Exceptional,77518.0,4"
"Gatlinburg_TN,Exceptional,53475.0,4"
"Germantown_TN,Exceptional,149920.0,4"
"Gladeville_TN,Exceptional,97148.0,4"
"Gleason_TN,Fair,57917.0,1"
"Goodlettsville_TN,Exceptional,70758.0,4"
"Gordonsville_TN,Very Good,57688.0,3"
"Gray_TN,Exceptional,69947.0,4"
"Graysville_TN,Fair,40000.0,1"
"Greenbrier_TN,Exceptional,85174.0,4"
"Greeneville_TN,Good,49889.0,2"
"Greenfield_TN,Poor,47368.0,0"
"Green Hill_TN,Very Good,91818.0,3"
"Gruetli-Laager_TN,Poor,47313.0,0"
"Halls_TN,Exceptional,90933.0,4"
"Halls_TN,Exceptional,43750.0,4"
"Halls_TN,Good,90933.0,2"
"Halls_TN,Good,43750.0,2"
"Hampton_TN,Very Good,39028.0,3"
"Harriman_TN,Poor,44653.0,0"
"Harrison_TN,Exceptional,89395.0,4"
"Harrogate_TN,Good,65586.0,2"
"Hartsville/Trousdale County_TN,Poor,72747.0,0"
"Henderson_TN,Fair,45938.0,1"
"Hendersonville_TN,Exceptional,97200.0,4"
"Hohenwald_TN,Fair,51440.0,1"
"Hopewell_TN,Exceptional,87842.0,4"
"Humboldt_TN,Poor,52917.0,0"
"Hunter_TN,Fair,51815.0,1"
"Huntingdon_TN,Very Good,51969.0,3"
"Jacksboro_TN,Very Good,68750.0,3"
"Jackson_TN,Good,53032.0,2"
"Jamestown_TN,Poor,30685.0,0"
"Jasper_TN,Good,73013.0,2"
"Jefferson City_TN,Fair,60638.0,1"
"Jellico_TN,Poor,41467.0,0"
"Johnson City_TN,Fair,57254.0,1"
"Jonesborough_TN,Exceptional,74015.0,4"
"Karns_TN,Exceptional,100043.0,4"
"Kimball_TN,Very Good,60543.0,3"
"Kingsport_TN,Very Good,52490.0,3"
"Kingston_TN,Exceptional,71675.0,4"
"Kingston Springs_TN,Exceptional,103250.0,4"
"Knoxville_TN,Fair,54039.0,1"
"Lafayette_TN,Fair,51736.0,1"
"La Follette_TN,Fair,37581.0,1"
"Lakeland_TN,Exceptional,116250.0,4"
"Lakesite_TN,Exceptional,96250.0,4"
"Lake Tansi_TN,Exceptional,57991.0,4"
"Lakewood Park_TN,Very Good,42576.0,3"
"La Vergne_TN,Very Good,81313.0,3"
"Lawrenceburg_TN,Good,42343.0,2"
"Lebanon_TN,Exceptional,72848.0,4"
"Lenoir City_TN,Good,67259.0,2"
"Lewisburg_TN,Good,48341.0,2"
"Lexington_TN,Good,49057.0,2"
"Livingston_TN,Very Good,39567.0,3"
"Lone Oak_TN,Poor,40781.0,0"
"Lookout Mountain_TN,Exceptional,201000.0,4"
"Loretto_TN,Good,55592.0,2"
"Loudon_TN,Very Good,53650.0,3"
"Louisville_TN,Exceptional,89744.0,4"
"Lynchburg, Moore County_TN,Very Good,66469.0,3"
"McEwen_TN,Exceptional,60781.0,4"
"McKenzie_TN,Poor,37236.0,0"
"McMinnville_TN,Good,47179.0,2"
"Madisonville_TN,Good,39878.0,2"
"Manchester_TN,Very Good,57500.0,3"
"Martin_TN,Poor,43381.0,0"
"Maryville_TN,Very Good,81963.0,3"
"Mascot_TN,Exceptional,60250.0,4"
"Mason_TN,Poor,47794.0,0"
"Maynardville_TN,Very Good,46106.0,3"
"Medina_TN,Good,107807.0,2"
"Memphis_TN,Poor,51736.0,0"
"Middle Valley_TN,Exceptional,95000.0,4"
"Midtown_TN,Good,61154.0,2"
"Milan_TN,Very Good,43886.0,3"
"Millersville_TN,Good,71789.0,2"
"Millington_TN,Very Good,49979.0,3"
"Monteagle_TN,Good,63438.0,2"
"Monterey_TN,Exceptional,45922.0,4"
"Morristown_TN,Poor,47917.0,0"
"Mosheim_TN,Good,48986.0,2"
"Mountain City_TN,Poor,38818.0,0"
"Mount Carmel_TN,Good,68866.0,2"
"Mount Juliet_TN,Exceptional,107068.0,4"
"Mount Pleasant_TN,Very Good,50108.0,3"
