"city_state,credit_tier,avg_income,credit_tier_encoded"
"Panama City Beach_FL,Exceptional,80941.0,4"
"Parker_FL,Good,69657.0,2"
"Parkland_FL,Exceptional,198669.0,4"
"Pasadena Hills_FL,Exceptional,84821.0,4"
"Patrick AFB_FL,Fair,76250.0,1"
"Pea Ridge_FL,Exceptional,59628.0,4"
"Pebble Creek_FL,Exceptional,110085.0,4"
"Pelican Bay_FL,Exceptional,163520.0,4"
"Pelican Marsh_FL,Exceptional,143261.0,4"
"Pembroke Park_FL,Good,52928.0,2"
"Pembroke Pines_FL,Exceptional,85104.0,4"
"Pensacola_FL,Exceptional,74212.0,4"
"Pensacola Station_FL,Poor,71607.0,0"
"Perry_FL,Fair,40898.0,1"
"Pierson_FL,Good,56667.0,2"
"Pine Air_FL,Exceptional,55881.0,4"
"Pine Castle_FL,Very Good,49761.0,3"
"Pinecrest_FL,Exceptional,206417.0,4"
"Pine Hills_FL,Poor,58673.0,0"
"Pine Island Center_FL,Very Good,68173.0,3"
"Pinellas Park_FL,Exceptional,63432.0,4"
"Pine Manor_FL,Poor,45697.0,0"
"Pine Ridge_FL,Exceptional,71014.0,4"
"Pine Ridge_FL,Exceptional,131953.0,4"
"Pine Ridge_FL,Exceptional,71014.0,4"
"Pine Ridge_FL,Exceptional,131953.0,4"
"Pinewood_FL,Good,59410.0,2"
"Plantation_FL,Exceptional,92541.0,4"
"Plantation_FL,Exceptional,78404.0,4"
"Plantation_FL,Exceptional,92541.0,4"
"Plantation_FL,Exceptional,78404.0,4"
"Plant City_FL,Good,67439.0,2"
"Poinciana_FL,Very Good,68015.0,3"
"Point Baker_FL,Exceptional,64769.0,4"
"Polk City_FL,Very Good,79762.0,3"
"Pompano Beach_FL,Very Good,67195.0,3"
"Ponce Inlet_FL,Exceptional,102200.0,4"
"Port Charlotte_FL,Very Good,63844.0,3"
"Port LaBelle_FL,Poor,75231.0,0"
"Port Orange_FL,Exceptional,74426.0,4"
"Port Richey_FL,Very Good,51121.0,3"
"Port St. Joe_FL,Very Good,55542.0,3"
"Port St. John_FL,Very Good,87736.0,3"
"Port St. Lucie_FL,Exceptional,80648.0,4"
"Port Salerno_FL,Very Good,67436.0,3"
"Pretty Bayou_FL,Exceptional,85208.0,4"
"Princeton_FL,Exceptional,83426.0,4"
"Progress Village_FL,Exceptional,88694.0,4"
"Punta Gorda_FL,Exceptional,85779.0,4"
"Punta Rassa_FL,Exceptional,91000.0,4"
"Quail Ridge_FL,Good,89564.0,2"
"Quincy_FL,Poor,32125.0,0"
"Rainbow Lakes Estates_FL,Exceptional,50429.0,4"
"Rainbow Park_FL,Very Good,66550.0,3"
"Rainbow Springs_FL,Exceptional,57161.0,4"
"Redington Beach_FL,Exceptional,104803.0,4"
"Redington Shores_FL,Good,106250.0,2"
"Richmond Heights_FL,Good,67606.0,2"
"Richmond West_FL,Exceptional,101970.0,4"
"Ridgecrest_FL,Good,50428.0,2"
"Ridge Manor_FL,Exceptional,57857.0,4"
"Ridge Wood Heights_FL,Exceptional,69894.0,4"
"Rio Pinar_FL,Exceptional,99881.0,4"
"River Park_FL,Exceptional,55437.0,4"
"River Ridge_FL,Exceptional,102798.0,4"
"Riverview_FL,Exceptional,100438.0,4"
"Riviera Beach_FL,Good,68060.0,2"
"Rockledge_FL,Exceptional,84255.0,4"
"Roosevelt Gardens_FL,Fair,49821.0,1"
"Roseland_FL,Exceptional,63929.0,4"
"Rotonda_FL,Exceptional,74573.0,4"
"Royal Palm Beach_FL,Exceptional,96027.0,4"
"Royal Palm Estates_FL,Exceptional,60532.0,4"
"Ruskin_FL,Very Good,79235.0,3"
"Safety Harbor_FL,Exceptional,106830.0,4"
"St. Augustine_FL,Fair,78151.0,1"
"St. Augustine Beach_FL,Exceptional,100802.0,4"
"St. Augustine Shores_FL,Exceptional,73688.0,4"
"St. Augustine South_FL,Exceptional,75996.0,4"
"St. Cloud_FL,Exceptional,83174.0,4"
"St. James City_FL,Exceptional,69403.0,4"
"St. Leo_FL,Poor,96389.0,0"
"St. Pete Beach_FL,Exceptional,114583.0,4"
"St. Petersburg_FL,Very Good,75192.0,3"
"Samoset_FL,Fair,51976.0,1"
"Samsula-Spruce Creek_FL,Exceptional,97805.0,4"
"San Antonio_FL,Poor,94342.0,0"
"San Carlos Park_FL,Exceptional,85952.0,4"
"San Castle_FL,Poor,57228.0,0"
"Sanford_FL,Very Good,66891.0,3"
"Sanibel_FL,Poor,108644.0,0"
"Sarasota_FL,Good,72105.0,2"
"Sarasota Springs_FL,Exceptional,95688.0,4"
"Satellite Beach_FL,Exceptional,119134.0,4"
"Sawgrass_FL,Exceptional,122500.0,4"
"Sebastian_FL,Exceptional,69409.0,4"
"Sebring_FL,Fair,44184.0,1"
"Seffner_FL,Exceptional,93333.0,4"
"Seminole_FL,Exceptional,75774.0,4"
"Seminole Manor_FL,Fair,66154.0,1"
"Sewall's Point_FL,Exceptional,129000.0,4"
"Shady Hills_FL,Exceptional,68409.0,4"
"Sharpes_FL,Exceptional,69531.0,4"
"Siesta Key_FL,Good,115854.0,2"
"Silver Lake_FL,Exceptional,78601.0,4"
"Silver Springs_FL,Exceptional,32074.0,4"
"Silver Springs Shores_FL,Very Good,63611.0,3"
"Silver Springs Shores East_FL,Very Good,59861.0,3"
"Sky Lake_FL,Good,70203.0,2"
"Sneads_FL,Poor,38889.0,0"
"South Apopka_FL,Good,61151.0,2"
"South Bay_FL,Poor,51417.0,0"
"South Beach_FL,Exceptional,193594.0,4"
"South Bradenton_FL,Poor,48315.0,0"
"South Brooksville_FL,Exceptional,61196.0,4"
"Southchase_FL,Exceptional,92431.0,4"
"South Daytona_FL,Very Good,56579.0,3"
"Southeast Arcadia_FL,Poor,60169.0,0"
"Southgate_FL,Exceptional,80133.0,4"
"South Gate Ridge_FL,Very Good,70469.0,3"
"South Highpoint_FL,Poor,61105.0,0"
"South Miami_FL,Exceptional,94507.0,4"
"South Miami Heights_FL,Very Good,65417.0,3"
"South Palm Beach_FL,Exceptional,91750.0,4"
"South Pasadena_FL,Exceptional,53075.0,4"
"South Patrick Shores_FL,Exceptional,85660.0,4"
"South Sarasota_FL,Exceptional,92933.0,4"
"South Venice_FL,Very Good,77097.0,3"
"Southwest Ranches_FL,Exceptional,161051.0,4"
"Springfield_FL,Fair,54462.0,1"
"Spring Hill_FL,Exceptional,68432.0,4"
"Starke_FL,Fair,52258.0,1"
"Stock Island_FL,Exceptional,65515.0,4"
"Stuart_FL,Very Good,60225.0,3"
"Sugarmill Woods_FL,Exceptional,71426.0,4"
"Sun City Center_FL,Exceptional,73528.0,4"
"Suncoast Estates_FL,Poor,38503.0,0"
"Sunny Isles Beach_FL,Exceptional,61921.0,4"
"Sunrise_FL,Exceptional,77652.0,4"
"Sunset_FL,Exceptional,109401.0,4"
"Surfside_FL,Exceptional,100208.0,4"
"Sweetwater_FL,Exceptional,54967.0,4"
"Taft_FL,Exceptional,55735.0,4"
"Tallahassee_FL,Poor,57409.0,0"
"Tamarac_FL,Exceptional,61718.0,4"
"Tamiami_FL,Exceptional,78353.0,4"
"Tampa_FL,Very Good,75475.0,3"
"Tangelo Park_FL,Very Good,68076.0,3"
"Tangerine_FL,Very Good,105509.0,3"
"Tarpon Springs_FL,Exceptional,79529.0,4"
"Tavares_FL,Good,58886.0,2"
"Tavernier_FL,Exceptional,50256.0,4"
"Taylor Creek_FL,Fair,38149.0,1"
"Temple Terrace_FL,Very Good,69252.0,3"
"Tequesta_FL,Exceptional,98271.0,4"
"The Acreage_FL,Exceptional,109032.0,4"
"The Crossings_FL,Exceptional,91012.0,4"
"The Hammocks_FL,Exceptional,85628.0,4"
"The Meadows_FL,Very Good,69774.0,3"
"The Villages_FL,Exceptional,77622.0,4"
"Thonotosassa_FL,Exceptional,71272.0,4"
"Three Lakes_FL,Exceptional,102306.0,4"
"Three Oaks_FL,Exceptional,107417.0,4"
"Tice_FL,Poor,53505.0,0"
"Tierra Verde_FL,Exceptional,150747.0,4"
"Tiger Point_FL,Exceptional,118967.0,4"
"Timber Pines_FL,Exceptional,59185.0,4"
"Titusville_FL,Very Good,66192.0,3"
"Town 'n' Country_FL,Exceptional,73538.0,4"
"Treasure Island_FL,Very Good,87107.0,3"
"Trenton_FL,Very Good,49350.0,3"
"Trinity_FL,Exceptional,113580.0,4"
"Tropical Park_FL,Poor,35732.0,0"
"Umatilla_FL,Exceptional,71077.0,4"
"Union Park_FL,Very Good,70000.0,3"
"University_FL,Poor,37207.0,0"
"University_FL,Poor,59852.0,0"
"University_FL,Poor,37207.0,0"
"University_FL,Poor,59852.0,0"
"Upper Grand Lagoon_FL,Exceptional,82157.0,4"
"Valparaiso_FL,Exceptional,90110.0,4"
"Valrico_FL,Exceptional,104839.0,4"
"Vamo_FL,Exceptional,88025.0,4"
"Venice_FL,Very Good,76755.0,3"
"Venice Gardens_FL,Exceptional,70811.0,4"
"Verandah_FL,Exceptional,120962.0,4"
"Vero Beach_FL,Good,69758.0,2"
"Vero Beach South_FL,Exceptional,73420.0,4"
"Vero Lake Estates_FL,Exceptional,83199.0,4"
"Verona Walk_FL,Exceptional,66411.0,4"
"Viera East_FL,Exceptional,92467.0,4"
"Viera West_FL,Exceptional,109170.0,4"
"Vilano Beach_FL,Exceptional,120750.0,4"
"Villas_FL,Good,58413.0,2"
"Vineyards_FL,Exceptional,131118.0,4"
"Virginia Gardens_FL,Exceptional,70469.0,4"
"Wabasso_FL,Exceptional,59006.0,4"
"Wabasso Beach_FL,Good,115739.0,2"
"Wahneta_FL,Poor,46598.0,0"
"Wallace_FL,Exceptional,116496.0,4"
"Warm Mineral Springs_FL,Very Good,53668.0,3"
"Warrington_FL,Poor,61861.0,0"
"Washington Park_FL,Fair,61200.0,1"
"Watergate_FL,Poor,67071.0,0"
"Watertown_FL,Poor,41466.0,0"
"Wauchula_FL,Fair,53013.0,1"
"Wedgefield_FL,Exceptional,120156.0,4"
"Wekiwa Springs_FL,Exceptional,116596.0,4"
"Wellington_FL,Exceptional,115632.0,4"
"Wesley Chapel_FL,Exceptional,107504.0,4"
"West Bradenton_FL,Exceptional,116272.0,4"
"Westchase_FL,Exceptional,124434.0,4"
"Westchester_FL,Exceptional,72262.0,4"
"West DeLand_FL,Exceptional,76386.0,4"
"Westgate_FL,Fair,51604.0,1"
"Westlake_FL,Exceptional,131925.0,4"
"West Lealman_FL,Exceptional,51589.0,4"
"West Little River_FL,Very Good,56436.0,3"
"West Melbourne_FL,Exceptional,92986.0,4"
"West Miami_FL,Exceptional,61274.0,4"
"Weston_FL,Exceptional,139825.0,4"
"West Palm Beach_FL,Good,73446.0,2"
"West Park_FL,Good,65952.0,2"
"West Pensacola_FL,Poor,40511.0,0"
"West Perrine_FL,Very Good,66997.0,3"
"West Samoset_FL,Poor,54352.0,0"
"West Vero Corridor_FL,Exceptional,61927.0,4"
"Westview_FL,Very Good,57563.0,3"
"Westwood Lakes_FL,Exceptional,86040.0,4"
"Wewahitchka_FL,Fair,43674.0,1"
"Whiskey Creek_FL,Exceptional,104476.0,4"
"White City_FL,Fair,117720.0,1"
"Whitfield_FL,Very Good,98348.0,3"
"Whitfield_FL,Very Good,65156.0,3"
"Wildwood_FL,Exceptional,76552.0,4"
"Williamsburg_FL,Exceptional,89191.0,4"
"Williston_FL,Good,61111.0,2"
"Williston Highlands_FL,Exceptional,79662.0,4"
"Willow Oak_FL,Poor,65688.0,0"
"Wilton Manors_FL,Exceptional,85392.0,4"
"Wimauma_FL,Exceptional,68274.0,4"
"Windermere_FL,Exceptional,177778.0,4"
"Winter Beach_FL,Exceptional,92394.0,4"
"Winter Garden_FL,Exceptional,106495.0,4"
"Winter Haven_FL,Very Good,59648.0,3"
"Winter Park_FL,Exceptional,105724.0,4"
"Winter Springs_FL,Exceptional,92574.0,4"
"Woodlawn Beach_FL,Exceptional,123355.0,4"
"Woodville_FL,Fair,53772.0,1"
"World Golf Village_FL,Exceptional,117212.0,4"
"Wright_FL,Good,70195.0,2"
"Yalaha_FL,Very Good,121027.0,3"
"Yulee_FL,Exceptional,85247.0,4"
"Zellwood_FL,Exceptional,70278.0,4"
"Zephyrhills_FL,Fair,52108.0,1"
"Zephyrhills North_FL,Poor,52228.0,0"
"Zephyrhills South_FL,Very Good,42454.0,3"
"Zephyrhills West_FL,Fair,51992.0,1"
"Zolfo Springs_FL,Fair,60946.0,1"
"Abbeville_GA,Poor,42311.0,0"
"Acworth_GA,Exceptional,83539.0,4"
"Adairsville_GA,Very Good,103449.0,3"
"Adel_GA,Poor,43618.0,0"
"Albany_GA,Poor,47240.0,0"
"Alma_GA,Fair,36884.0,1"
"Alpharetta_GA,Exceptional,147612.0,4"
"Americus_GA,Poor,39176.0,0"
"Aragon_GA,Good,67500.0,2"
"Arcade_GA,Very Good,68375.0,3"
"Ashburn_GA,Fair,29583.0,1"
"Athens-Clarke County unified government (balance)_GA,Poor,52974.0,0"
"Atlanta_GA,Good,85652.0,2"
"Auburn_GA,Exceptional,77034.0,4"
"Augusta-Richmond County consolidated government (balance)_GA,Poor,55485.0,0"
"Austell_GA,Good,72938.0,2"
"Avondale Estates_GA,Exceptional,123795.0,4"
"Bainbridge_GA,Poor,45422.0,0"
"Baldwin_GA,Poor,59242.0,0"
"Ball Ground_GA,Exceptional,117829.0,4"
"Barnesville_GA,Poor,57411.0,0"
"Baxley_GA,Good,29880.0,2"
"Belvedere Park_GA,Very Good,65462.0,3"
"Bemiss_GA,Fair,92842.0,1"
"Berkeley Lake_GA,Exceptional,165909.0,4"
"Blackshear_GA,Poor,40670.0,0"
"Blakely_GA,Fair,49821.0,1"
"Bloomingdale_GA,Fair,60250.0,1"
"Blue Ridge_GA,Exceptional,44773.0,4"
"Bonanza_GA,Poor,60260.0,0"
"Bowdon_GA,Very Good,65337.0,3"
"Braselton_GA,Exceptional,120984.0,4"
"Bremen_GA,Very Good,93780.0,3"
"Brookhaven_GA,Very Good,117663.0,3"
"Brooklet_GA,Exceptional,77125.0,4"
"Brunswick_GA,Poor,40288.0,0"
"Buckhead_GA,Exceptional,144864.0,4"
"Buckhead_GA,Exceptional,80238.0,4"
"Buena Vista_GA,Poor,28878.0,0"
"Buford_GA,Exceptional,69471.0,4"
"Butler_GA,Poor,21700.0,0"
"Byron_GA,Good,85596.0,2"
"Cairo_GA,Poor,40920.0,0"
"Calhoun_GA,Good,58750.0,2"
"Camilla_GA,Poor,38137.0,0"
"Candler-McAfee_GA,Poor,64699.0,0"
"Canton_GA,Exceptional,80091.0,4"
"Carrollton_GA,Poor,54379.0,0"
"Cartersville_GA,Very Good,84437.0,3"
"Cataula_GA,Very Good,123920.0,3"
"Cedartown_GA,Poor,34754.0,0"
"Centerville_GA,Exceptional,68922.0,4"
"Chamblee_GA,Fair,84452.0,1"
"Chatsworth_GA,Very Good,69058.0,3"
"Chattahoochee Hills_GA,Exceptional,111792.0,4"
"Chattanooga Valley_GA,Fair,52813.0,1"
"Chickamauga_GA,Very Good,92532.0,3"
"Clarkesville_GA,Poor,73798.0,0"
"Clarkston_GA,Fair,48564.0,1"
"Claxton_GA,Fair,32692.0,1"
"Clayton_GA,Exceptional,57083.0,4"
"Cleveland_GA,Exceptional,64450.0,4"
"Cochran_GA,Poor,33456.0,0"
"College Park_GA,Fair,51635.0,1"
"Colquitt_GA,Fair,26375.0,1"
"Columbus_GA,Fair,58073.0,1"
"Comer_GA,Fair,52891.0,1"
"Commerce_GA,Very Good,60961.0,3"
"Conley_GA,Poor,44056.0,0"
"Conyers_GA,Fair,63140.0,1"
"Cordele_GA,Poor,33800.0,0"
"Cornelia_GA,Fair,39775.0,1"
"Country Club Estates_GA,Poor,52500.0,0"
"Covington_GA,Good,58810.0,2"
"Cumming_GA,Very Good,85868.0,3"
"Cusseta-Chattahoochee County_GA,Poor,61042.0,0"
"Cuthbert_GA,Poor,22447.0,0"
"Dacula_GA,Exceptional,100821.0,4"
"Dahlonega_GA,Poor,77516.0,0"
"Dallas_GA,Very Good,75545.0,3"
"Dalton_GA,Poor,63577.0,0"
"Darien_GA,Very Good,57000.0,3"
"Davisboro_GA,Poor,49214.0,0"
"Dawson_GA,Poor,28533.0,0"
"Dawsonville_GA,Exceptional,90929.0,4"
"Decatur_GA,Exceptional,139397.0,4"
"Deenwood_GA,Good,57045.0,2"
"Demorest_GA,Poor,77941.0,0"
"Dock Junction_GA,Good,41258.0,2"
"Donalsonville_GA,Poor,43477.0,0"
"Doraville_GA,Good,67235.0,2"
"Douglas_GA,Poor,34408.0,0"
"Douglasville_GA,Good,79107.0,2"
"Druid Hills_GA,Exceptional,130139.0,4"
"Dublin_GA,Good,42988.0,2"
"Duluth_GA,Exceptional,95331.0,4"
"Dunwoody_GA,Exceptional,121903.0,4"
"East Dublin_GA,Poor,50288.0,0"
"Eastman_GA,Poor,52394.0,0"
"East Point_GA,Poor,68598.0,0"
"Eatonton_GA,Poor,56250.0,0"
"Echols County_GA,Poor,59489.0,0"
"Elberton_GA,Good,50059.0,2"
"Ellaville_GA,Good,46964.0,2"
"Ellijay_GA,Poor,48136.0,0"
"Emerson_GA,Good,75250.0,2"
"Euharlee_GA,Exceptional,99597.0,4"
"Evans_GA,Exceptional,125098.0,4"
"Experiment_GA,Poor,33333.0,0"
"Fairburn_GA,Good,91897.0,2"
"Fairfield Plantation_GA,Very Good,102984.0,3"
"Fair Oaks_GA,Poor,62996.0,0"
"Fairview_GA,Good,64050.0,2"
"Fayetteville_GA,Exceptional,82188.0,4"
"Fitzgerald_GA,Poor,37323.0,0"
"Flowery Branch_GA,Exceptional,103942.0,4"
"Folkston_GA,Poor,50116.0,0"
"Forest Park_GA,Poor,41211.0,0"
"Forsyth_GA,Fair,73250.0,1"
"Fort Oglethorpe_GA,Fair,51867.0,1"
"Fort Stewart_GA,Fair,53500.0,1"
"Fort Valley_GA,Poor,50283.0,0"
"Gainesville_GA,Fair,66974.0,1"
"Garden City_GA,Poor,47814.0,0"
"Georgetown_GA,Good,74256.0,2"
"Georgetown-Quitman County_GA,Poor,40179.0,0"
"Glennville_GA,Poor,52844.0,0"
"Gordon_GA,Fair,47243.0,1"
"Grantville_GA,Very Good,69283.0,3"
"Gray_GA,Poor,73114.0,0"
"Grayson_GA,Exceptional,131293.0,4"
"Greensboro_GA,Poor,39541.0,0"
"Gresham Park_GA,Poor,71042.0,0"
"Griffin_GA,Fair,43632.0,1"
"Grovetown_GA,Very Good,85660.0,3"
"Gumlog_GA,Poor,68571.0,0"
"Guyton_GA,Very Good,86250.0,3"
"Hahira_GA,Very Good,70966.0,3"
"Hamilton_GA,Very Good,92083.0,3"
"Hampton_GA,Very Good,75052.0,3"
"Hannahs Mill_GA,Poor,69850.0,0"
"Hapeville_GA,Fair,95714.0,1"
"Hardwick_GA,Poor,39510.0,0"
"Harlem_GA,Exceptional,46197.0,4"
"Hartwell_GA,Fair,49280.0,1"
"Hawkinsville_GA,Fair,39603.0,1"
"Hazlehurst_GA,Poor,38616.0,0"
"Henderson_GA,Poor,104385.0,0"
"Hephzibah_GA,Fair,65109.0,1"
"Heron Bay_GA,Exceptional,106338.0,4"
"Hinesville_GA,Good,60028.0,2"
"Hiram_GA,Good,85119.0,2"
"Hogansville_GA,Poor,62620.0,0"
"Holly Springs_GA,Exceptional,113992.0,4"
"Homerville_GA,Fair,35671.0,1"
"Hoschton_GA,Exceptional,97083.0,4"
"Indian Springs_GA,Very Good,81346.0,3"
"Irondale_GA,Fair,55030.0,1"
"Isle of Hope_GA,Exceptional,105478.0,4"
"Jackson_GA,Fair,46191.0,1"
"Jasper_GA,Exceptional,52442.0,4"
"Jefferson_GA,Exceptional,109828.0,4"
"Jesup_GA,Poor,46974.0,0"
"Johns Creek_GA,Exceptional,160093.0,4"
"Jonesboro_GA,Poor,50843.0,0"
"Kennesaw_GA,Good,83356.0,2"
"Kings Bay Base_GA,Poor,78000.0,0"
"Kingsland_GA,Exceptional,77944.0,4"
"LaFayette_GA,Good,46018.0,2"
"LaGrange_GA,Poor,43708.0,0"
"Lake City_GA,Fair,54464.0,1"
"Lakeland_GA,Poor,31147.0,0"
"Lakeview_GA,Poor,61405.0,0"
"Lakeview Estates_GA,Poor,46900.0,0"
"Lavonia_GA,Fair,36859.0,1"
"Lawrenceville_GA,Very Good,61561.0,3"
"Leesburg_GA,Poor,79460.0,0"
"Lilburn_GA,Exceptional,63581.0,4"
"Lincolnton_GA,Fair,43935.0,1"
"Lindale_GA,Poor,43561.0,0"
"Lithia Springs_GA,Poor,62417.0,0"
"Lithonia_GA,Fair,61713.0,1"
"Locust Grove_GA,Good,75083.0,2"
"Loganville_GA,Good,83605.0,2"
"Lookout Mountain_GA,Very Good,158000.0,3"
"Louisville_GA,Poor,49821.0,0"
"Lovejoy_GA,Fair,71612.0,1"
"Lula_GA,Good,69397.0,2"
"Lyons_GA,Fair,42059.0,1"
"Mableton_GA,Very Good,77980.0,3"
"McDonough_GA,Good,75343.0,2"
"Macon-Bibb County_GA,Fair,51234.0,1"
"McRae-Helena_GA,Poor,43618.0,0"
"Madison_GA,Very Good,61510.0,3"
"Manchester_GA,Good,51353.0,2"
"Marietta_GA,Fair,72725.0,1"
"Martinez_GA,Exceptional,81602.0,4"
"Maysville_GA,Very Good,61495.0,3"
"Metter_GA,Fair,35759.0,1"
"Midway_GA,Very Good,80580.0,3"
"Milledgeville_GA,Poor,41616.0,0"
"Millen_GA,Poor,42269.0,0"
"Milton_GA,Exceptional,171295.0,4"
"Monroe_GA,Very Good,44656.0,3"
"Montezuma_GA,Poor,46875.0,0"
"Montgomery_GA,Fair,90843.0,1"
"Monticello_GA,Good,48812.0,2"
"Morgan_GA,Poor,46250.0,0"
"Morrow_GA,Poor,73693.0,0"
"Moultrie_GA,Poor,43670.0,0"
"Mountain Park_GA,Exceptional,129583.0,4"
"Mountain Park_GA,Exceptional,96166.0,4"
"Mount Vernon_GA,Poor,32933.0,0"
"Mount Zion_GA,Poor,53750.0,0"
"Nashville_GA,Poor,42516.0,0"
"Nelson_GA,Exceptional,89375.0,4"
"Newnan_GA,Very Good,82292.0,3"
"Nicholls_GA,Poor,43977.0,0"
"Nicholson_GA,Very Good,52147.0,3"
"Norcross_GA,Very Good,75266.0,3"
"North Decatur_GA,Exceptional,110871.0,4"
"North Druid Hills_GA,Exceptional,102742.0,4"
"Oakwood_GA,Exceptional,67917.0,4"
"Ocilla_GA,Poor,41277.0,0"
"Oxford_GA,Very Good,56563.0,3"
"Palmetto_GA,Fair,80982.0,1"
"Panthersville_GA,Fair,52236.0,1"
"Peachtree City_GA,Exceptional,113987.0,4"
"Peachtree Corners_GA,Exceptional,82139.0,4"
"Pearson_GA,Fair,32286.0,1"
"Pelham_GA,Fair,39023.0,1"
"Pembroke_GA,Poor,72705.0,0"
"Pendergrass_GA,Exceptional,90341.0,4"
"Perry_GA,Very Good,76909.0,3"
"Pooler_GA,Exceptional,91766.0,4"
"Porterdale_GA,Good,49773.0,2"
"Port Wentworth_GA,Fair,79731.0,1"
"Powder Springs_GA,Very Good,105070.0,3"
"Putney_GA,Poor,68627.0,0"
"Quitman_GA,Poor,19324.0,0"
"Raoul_GA,Poor,44597.0,0"
"Redan_GA,Poor,65227.0,0"
"Reed Creek_GA,Exceptional,76973.0,4"
"Reidsville_GA,Poor,41667.0,0"
"Remerton_GA,Poor,26824.0,0"
"Richland_GA,Poor,25100.0,0"
"Richmond Hill_GA,Exceptional,92824.0,4"
"Rincon_GA,Very Good,74417.0,3"
"Ringgold_GA,Very Good,42583.0,3"
"Riverdale_GA,Poor,63455.0,0"
"Robins AFB_GA,Poor,106667.0,0"
"Rockmart_GA,Very Good,56828.0,3"
"Rome_GA,Fair,54435.0,1"
"Rossville_GA,Fair,59191.0,1"
"Roswell_GA,Exceptional,128654.0,4"
"Royston_GA,Poor,34435.0,0"
"St. Marys_GA,Very Good,74288.0,3"
"St. Simons_GA,Exceptional,108771.0,4"
"Sandersville_GA,Good,49833.0,2"
"Sandy Springs_GA,Exceptional,104340.0,4"
"Savannah_GA,Fair,57137.0,1"
"Scottdale_GA,Exceptional,85610.0,4"
"Senoia_GA,Exceptional,124964.0,4"
"Shannon_GA,Very Good,80722.0,3"
"Skidaway Island_GA,Exceptional,136156.0,4"
"Smyrna_GA,Exceptional,100061.0,4"
"Snellville_GA,Exceptional,89896.0,4"
"Social Circle_GA,Very Good,88591.0,3"
"Soperton_GA,Fair,33146.0,1"
"South Fulton_GA,Good,82324.0,2"
"Sparks_GA,Fair,39191.0,1"
"Springfield_GA,Good,62957.0,2"
"Statesboro_GA,Poor,44737.0,0"
"Statham_GA,Exceptional,73903.0,4"
"Sterling_GA,Good,86103.0,2"
"Stockbridge_GA,Good,70136.0,2"
"Stonecrest_GA,Fair,64591.0,1"
"Stone Mountain_GA,Good,46973.0,2"
"Sugar Hill_GA,Exceptional,107389.0,4"
"Summerville_GA,Fair,32662.0,1"
"Sunnyside_GA,Good,44283.0,2"
"Suwanee_GA,Exceptional,103260.0,4"
"Swainsboro_GA,Poor,49750.0,0"
"Sylvania_GA,Fair,46033.0,1"
"Sylvester_GA,Fair,58417.0,1"
"Talahi Island_GA,Exceptional,87292.0,4"
"Tallapoosa_GA,Fair,62599.0,1"
"Temple_GA,Very Good,91180.0,3"
"Tennille_GA,Fair,29250.0,1"
"Thomaston_GA,Fair,38917.0,1"
"Thomasville_GA,Fair,49673.0,1"
"Thomson_GA,Poor,42180.0,0"
"Thunderbolt_GA,Poor,75234.0,0"
"Tifton_GA,Fair,45298.0,1"
"Toccoa_GA,Poor,48438.0,0"
"Trenton_GA,Very Good,39441.0,3"
"Trion_GA,Good,48750.0,2"
"Tucker_GA,Very Good,80317.0,3"
"Twin City_GA,Fair,39893.0,1"
"Tybee Island_GA,Very Good,120479.0,3"
"Tyrone_GA,Exceptional,135691.0,4"
"Unadilla_GA,Poor,36875.0,0"
"Union City_GA,Fair,49549.0,1"
"Union Point_GA,Poor,62011.0,0"
"Unionville_GA,Poor,53351.0,0"
"Valdosta_GA,Poor,45925.0,0"
"Varnell_GA,Very Good,86100.0,3"
"Vidalia_GA,Good,49370.0,2"
"Vienna_GA,Poor,57736.0,0"
"Villa Rica_GA,Very Good,87803.0,3"
"Vinings_GA,Exceptional,94982.0,4"
"Wadley_GA,Poor,37500.0,0"
"Walnut Grove_GA,Good,83208.0,2"
"Walthourville_GA,Very Good,73647.0,3"
"Warner Robins_GA,Very Good,66970.0,3"
"Warrenton_GA,Good,34103.0,2"
"Washington_GA,Fair,54219.0,1"
"Watkinsville_GA,Exceptional,92147.0,4"
"Waycross_GA,Fair,38301.0,1"
"Waynesboro_GA,Fair,41620.0,1"
"Webster County_GA,Poor,46792.0,0"
"West Point_GA,Good,57214.0,2"
"Whitemarsh Island_GA,Exceptional,101729.0,4"
"Willacoochee_GA,Poor,32750.0,0"
"Wilmington Island_GA,Exceptional,93924.0,4"
"Winder_GA,Very Good,63779.0,3"
"Winterville_GA,Poor,110804.0,0"
"Woodstock_GA,Exceptional,103496.0,4"
"Wrens_GA,Poor,37609.0,0"
"Wrightsville_GA,Poor,34631.0,0"
"Ahuimanu_HI,Very Good,135438.0,3"
"Aiea_HI,Exceptional,140308.0,4"
"Ainaloa_HI,Poor,58918.0,0"
"Anahola_HI,Poor,100688.0,0"
"Captain Cook_HI,Exceptional,108675.0,4"
"East Honolulu_HI,Exceptional,159518.0,4"
"East Kapolei_HI,Poor,118904.0,0"
"Eleele_HI,Exceptional,118438.0,4"
"Ewa Beach_HI,Good,124323.0,2"
"Ewa Gentry_HI,Exceptional,135684.0,4"
"Ewa Villages_HI,Exceptional,88813.0,4"
"Haiku-Pauwela_HI,Good,101396.0,2"
"Halawa_HI,Fair,110400.0,1"
"Haleiwa_HI,Fair,97780.0,1"
