GeoID_Description,GeoID_Name,SitsinState,GeoID,GeoID_Formatted,mfaminc,TimeFrame,GeoVintage,Source,Location
Zip Code Tabulation Area,35005,AL,35005,35005,57457,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35006,AL,35006,35006,67266,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35007,AL,35007,35007,82938,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35010,AL,35010,35010,59205,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35013,AL,35013,35013,N/A,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35014,AL,35014,35014,58192,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35016,AL,35016,35016,62131,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35019,AL,35019,35019,56375,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35020,AL,35020,35020,41199,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35022,AL,35022,35022,75951,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35023,AL,35023,35023,62545,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35031,AL,35031,35031,57078,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35032,AL,35032,35032,30000,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35033,AL,35033,35033,56917,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35034,AL,35034,35034,43904,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35035,AL,35035,35035,72167,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35036,AL,35036,35036,N/A,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35040,AL,35040,35040,74650,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35042,AL,35042,35042,61466,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35043,AL,35043,35043,105219,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35044,AL,35044,35044,42945,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35045,AL,35045,35045,56938,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35046,AL,35046,35046,55139,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35049,AL,35049,35049,64688,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35051,AL,35051,35051,72264,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35052,AL,35052,35052,N/A,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35053,AL,35053,35053,68333,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35054,AL,35054,35054,68566,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35055,AL,35055,35055,58675,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35057,AL,35057,35057,61179,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35058,AL,35058,35058,56560,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35060,AL,35060,35060,N/A,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35061,AL,35061,35061,49881,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35062,AL,35062,35062,66810,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35063,AL,35063,35063,64868,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35064,AL,35064,35064,42722,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35068,AL,35068,35068,73397,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35070,AL,35070,35070,38125,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35071,AL,35071,35071,81625,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35072,AL,35072,35072,48859,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35073,AL,35073,35073,53333,2015-2019,2010,Census,United States (Nation)
Zip Code Tabulation Area,35074,AL,35074,35074,N/A,2015-2019,2010,Census,United States (Nation)
